firm_id,year,country,company,industry_code,ESG_Score,ESGC_Score,board_size,board_ind,female_board,sus_comp,pe_comp,marketcap,roa,debt,asset,mtb,gri,co,greenwashing,female_critical_mass,log_co2,leverage,firm_size,roa_raw,leverage_raw,mtb_raw
5,2022,MY,Malaysia Marine and Heavy Engineering Holdings Bhd,energy,66.542507523247,100.0,10.0,45.4545454545455,10.0,0.0,0.0,216363636.363636,0.02009,77486818.1818182,763210000.0,0.538251169933018,1.0,30745.0,-33.457492476753,0.0,10.33348265838757,0.1015275195317386,20.45304378073788,0.02009,0.1015275195317386,0.538251169933018
5,2023,MY,Malaysia Marine and Heavy Engineering Holdings Bhd,energy,70.7697391192403,100.0,9.0,50.0,11.1111111111111,1.0,0.0,167320261.437909,-0.09124080000000001,81685185.1851852,795058823.529412,0.606380736041992,1.0,36570.0,-29.2302608807597,0.0,10.50698351114343,0.102741058608179,20.49392666174224,-0.13819,0.102741058608179,0.606380736041992
5,2024,MY,Malaysia Marine and Heavy Engineering Holdings Bhd,energy,73.6558090801274,100.0,8.0,50.0,12.5,1.0,0.0,137869292.748433,0.0337,60090420.7699194,790177260.519248,0.446533098178565,1.0,37810.0,-26.3441909198726,0.0,10.54032889688498,0.07604676035657149,20.48776785865994,0.0337,0.07604676035657149,0.446533098178565
6,2023,MY,Avaland Bhd,real_estate,47.0602764738058,100.0,9.0,40.0,33.3333333333333,0.0,0.0,77769910.7614379,0.04144,61784111.9825708,390186840.305011,0.381621415556272,0.0,1280.1,-52.9397235261942,1.0,7.154693478862064,0.158344940424628,19.78213626007204,0.04144,0.158344940424628,0.381621415556272
7,2019,ID,Tower Bersama Infrastructure Tbk PT,communication_services,17.6649106503563,100.0,4.0,50.0,0.0,0.0,0.0,2002019347.51078,0.0273,1654179106.62824,2224186599.42363,5.32808906176781,0.0,1956.0,-82.3350893496437,0.0,7.578656850594762,0.6637159521299296,21.52265711243366,0.0273,0.743723169205722,5.32808906176781
7,2020,ID,Tower Bersama Infrastructure Tbk PT,communication_services,25.2704941176018,100.0,4.0,50.0,0.0,0.0,0.0,2630406630.72293,0.03,1731755056.98006,2601232407.40741,4.04820955924108,1.0,2398.0,-74.7295058823982,0.0,7.78239033558746,0.6637159521299296,21.67925117251899,0.03,0.6657440727128497,4.04820955924108
7,2021,ID,Tower Bersama Infrastructure Tbk PT,communication_services,27.9442316355876,100.0,4.0,60.0,0.0,0.0,0.0,4685464308.64003,0.0395,2064913964.91228,2938276140.35088,6.88160424987391,1.0,2478.0,-72.0557683644124,0.0,7.815207062189088,0.6637159521299296,21.80108889950905,0.0395,0.7027637520364898,6.88160424987391
7,2022,ID,Tower Bersama Infrastructure Tbk PT,communication_services,26.4378493855167,100.0,4.0,50.0,0.0,0.0,0.0,3347966509.70125,0.0385,1888348345.64729,2757008994.53903,4.9748349908296,1.0,2542.0,-73.5621506144833,0.0,7.8407064517494,0.6637159521299296,21.73741223141983,0.0385,0.6849264363618881,4.9748349908296
7,2023,ID,Tower Bersama Infrastructure Tbk PT,communication_services,42.2490515519612,100.0,4.0,50.0,25.0,0.0,0.0,3075877157.52192,0.03463,1922792789.86684,3023512698.92822,4.03875587621629,1.0,4467.0,-57.7509484480388,0.0,8.404472321352118,0.6359466558709791,21.8296851377442,0.03463,0.6359466558709791,4.03875587621629
7,2024,ID,Tower Bersama Infrastructure Tbk PT,communication_services,47.1386758239191,100.0,4.0,50.0,25.0,0.0,0.0,2949764341.87849,0.0289,1987164574.26973,2940730018.64512,4.74574437175358,1.0,12506.0,-52.8613241760809,0.0,9.433963808127244,0.6637159521299296,21.80192369313586,0.0289,0.6757385280765333,4.74574437175358
8,2019,SG,Mapletree Industrial Trust,real_estate,51.5686052090034,100.0,14.0,71.4285714285714,7.14285714285714,1.0,0.0,4256135487.90716,0.0645,1026779458.31868,3649583538.51565,1.50231375865118,1.0,16960.0,-48.4313947909966,0.0,9.738612909345894,0.2813415414341466,22.01787889899421,0.0645,0.2813415414341466,1.50231375865118
8,2020,SG,Mapletree Industrial Trust,real_estate,51.7198254382135,100.0,11.0,58.8235294117647,18.1818181818182,1.0,0.0,5143097731.06577,0.02839,1689052506.32158,4753546779.71144,1.65395469281637,1.0,23902.4,-48.2801745617865,0.0,10.08173415128805,0.355324683777302,22.2821568668239,0.02839,0.355324683777302,1.65395469281637
8,2021,SG,Mapletree Industrial Trust,real_estate,50.8332873357857,100.0,11.0,54.5454545454545,18.1818181818182,1.0,0.0,5344305804.75167,0.05589,2169859019.78152,6259205048.71568,1.4466286455286,1.0,20790.9,-49.1667126642143,0.0,9.942270669958361,0.3466668694975492,22.55731902497158,0.05589,0.3466668694975492,1.4466286455286
8,2022,SG,Mapletree Industrial Trust,real_estate,61.0236258079705,100.0,11.0,58.3333333333333,18.1818181818182,1.0,0.0,4513011206.89655,0.04559999999999999,2165216443.7096,6423269201.86382,1.2797243212604,1.0,74044.1,-38.9763741920295,0.0,11.21241614062699,0.3370894751042547,22.58319304651314,0.04559999999999999,0.3370894751042547,1.2797243212604
8,2023,SG,Mapletree Industrial Trust,real_estate,56.7505831961795,100.0,11.0,50.0,18.1818181818182,1.0,1.0,5392569483.85263,0.03700000000000001,2281824785.05781,6421854432.25615,1.33072914803287,1.0,82777.2,-43.2494168038205,0.0,11.32390794013535,0.3553217858063704,22.58297276531481,0.03700000000000001,0.3553217858063704,1.33072914803287
8,2024,SG,Mapletree Industrial Trust,real_estate,61.8544440690216,100.0,11.0,58.3333333333333,27.2727272727273,1.0,1.0,4609836686.71989,0.04069,2434989196.03606,6557034498.1745,1.22489488965957,1.0,83355.2,-38.1455559309784,0.0,11.33086627375542,0.3713552516330315,22.60380427948819,0.04069,0.3713552516330315,1.22489488965957
9,2015,MY,PETRONAS Chemicals Group Bhd,materials,25.2574913011736,100.0,9.0,40.0,22.2222222222222,0.0,0.0,13395901165.5012,0.09383,59906759.9067599,7187179487.17949,2.3188645216479,0.0,5980000.0,-74.7425086988264,0.0,15.60393112592681,0.008335225245678328,22.69556464898751,0.09383,0.008335225245678328,2.3188645216479
9,2016,MY,PETRONAS Chemicals Group Bhd,materials,26.3964197946304,100.0,8.0,36.3636363636364,25.0,0.0,0.0,12303714572.4161,0.0934,45936001.7839224,7124094101.90657,2.04038187116338,0.0,5920000.0,-73.6035802053696,0.0,15.59384700686019,0.006447977964191809,22.68674841142563,0.0934,0.006447977964191809,2.04038187116338
9,2017,MY,PETRONAS Chemicals Group Bhd,materials,33.2460126582851,88.0952380952381,8.0,50.0,25.0,0.0,0.0,15051313550.9397,0.12811,33877349.1592483,8225024727.99209,2.18437159160237,0.0,6000000.0,-54.849225436953,0.0,15.60727002719233,0.004118814262521799,22.83044714003614,0.12811,0.004118814262521799,2.18437159160237
9,2018,MY,PETRONAS Chemicals Group Bhd,materials,38.0548293834516,100.0,8.0,50.0,25.0,0.0,0.0,17781177723.9709,0.14099,523002421.307506,9047215496.36804,2.48397581112163,0.0,7090000.0,-61.9451706165484,0.0,15.77419589850831,0.05780810919309513,22.92572286735572,0.14099,0.05780810919309513,2.48397581112163
9,2019,MY,PETRONAS Chemicals Group Bhd,materials,45.3248638687888,100.0,9.0,60.0,22.2222222222222,0.0,0.0,14209050623.6244,0.07379,630961115.187087,9504279775.00612,1.941028603882,1.0,7080000.0,-54.6751361312112,0.0,15.7727844656699,0.0663870519517278,22.97500803673929,0.07379,0.0663870519517278,1.941028603882
9,2020,MY,PETRONAS Chemicals Group Bhd,materials,47.3971253610301,100.0,8.0,54.5454545454545,25.0,1.0,0.0,14610248756.2189,0.04099999999999999,791044776.119403,9907711442.78607,1.92909409971753,1.0,7020000.0,-52.6028746389699,0.0,15.76427377600199,0.07984132165005398,23.01657922449036,0.04099999999999999,0.07984132165005398,1.92909409971753
9,2021,MY,PETRONAS Chemicals Group Bhd,materials,49.7707620654137,100.0,8.0,50.0,25.0,1.0,0.0,17137367915.4659,0.17,924591738.712776,11156099903.9385,2.04757395770566,1.0,7100000.0,-50.2292379345863,0.0,15.77560534201154,0.0828776854522755,23.13525226184711,0.17,0.0828776854522755,2.04757395770566
9,2022,MY,PETRONAS Chemicals Group Bhd,materials,64.0863685866199,100.0,8.0,50.0,25.0,1.0,0.0,15636363636.3636,0.1239,1029772727.27273,12597727272.7273,1.76058140129996,1.0,7000000.0,-35.9136314133801,0.0,15.76142070701959,0.08174273858921165,23.25678225945391,0.1239,0.08174273858921165,1.76058140129996
9,2023,MY,PETRONAS Chemicals Group Bhd,materials,67.3018635979473,100.0,9.0,41.6666666666667,33.3333333333333,0.0,0.0,12479302832.244,0.0293,1118082788.67102,13116775599.1285,1.41729555857974,1.0,7640000.0,-32.6981364020527,1.0,15.8489081611427,0.0852406736870079,23.29715782799631,0.0293,0.0852406736870079,1.41729555857974
9,2024,MY,PETRONAS Chemicals Group Bhd,materials,65.0452268907865,100.0,8.0,55.5555555555556,37.5,0.0,0.0,9256938227.39481,0.0195,1188898836.16831,13433303491.4951,1.07269756464455,1.0,7540000.0,-34.95477310921351,1.0,15.83573273998414,0.08850383205598132,23.32100279575168,0.0195,0.08850383205598132,1.07269756464455
10,2024,MY,HB Global Ltd,consumer_staples,29.9373087251519,100.0,6.0,57.1428571428571,16.6666666666667,0.0,0.0,14876783.3258729,0.35263,5233515.54258628,29486526.105243,0.686046224728714,0.0,3620.35,-70.0626912748481,0.0,8.19432598522899,0.1774883729574271,17.19944397477641,0.35263,0.1774883729574271,0.686046224728714
12,2023,MY,Berjaya Food Bhd,consumer_discretionary,69.0553883558593,100.0,6.0,50.0,33.3333333333333,0.0,0.0,257138446.143791,0.0746,149215005.359057,309998499.464094,2.17002594766529,1.0,24700.0,-30.94461164414071,1.0,10.11455852261607,0.4813410568664383,19.55207801499335,0.0746,0.4813410568664383,2.17002594766529
12,2024,MY,Berjaya Food Bhd,consumer_discretionary,75.9656601487689,100.0,8.0,44.4444444444444,37.5,0.0,0.0,151891818.259848,-0.0644,157439872.746554,300181336.161188,2.42890074219246,1.0,30810.0,-24.0343398512311,1.0,10.33559459159071,0.5244825503142331,19.51989730388244,-0.0644,0.5244825503142331,2.42890074219246
13,2019,SG,Hutchison Port Holdings Trust,industrials,26.6132753959443,100.0,9.0,55.5555555555556,33.3333333333333,0.0,0.0,1498309375.784,0.00563,3943959563.543,11894820539.1528,0.451505437344908,1.0,284806.0,-73.3867246040557,1.0,12.55956352571377,0.3315694886325629,23.19936889350495,0.00563,0.3315694886325629,0.451505437344908
